gvkey,ticker,year,exchange,inddesc,naics,naicsdesc,sic,sicdesc,state,execid,gender,becameceo,title,age,bonus,salary,shrown_excl_opts,shrs_vest_num,shrs_vest_val,stock_awards,stock_awards_fv,stock_unvest_num,stock_unvest_val,total_alt1,total_alt2,total_curr,total_curr_pct,total_sec
10581,TKR,2023,NYS,Industrial Machinery & Supplies & Components,332991,Ball and Roller Bearing Manufacturing,3562,BALL AND ROLLER BEARINGS,OH,61116,MALE,,"VP, General Counsel & Secretary",43,0,502.533,20.607,11.433,934.324,921.672,369.096,10.626,851.674,1446.821,2043.586,502.533,9.797,1999.397
10609,TR,2023,NYS,Packaged Foods & Meats,311340,Nonchocolate Confectionery Manufacturing,2060,SUGAR AND CONFECTIONERY PRODUCTS,IL,20620,FEMALE,1/20/2015,Chairman & CEO,91,4161,999,45055.61068,0,0,0,0,0,0,7289.683,7289.683,5160,6.193,7289.683
10609,TR,2023,NYS,Packaged Foods & Meats,311340,Nonchocolate Confectionery Manufacturing,2060,SUGAR AND CONFECTIONERY PRODUCTS,IL,20623,MALE,,VP of Finance & CFO,70,525,999,25.401942,0,0,0,0,0,0,2208.154,2208.154,1524,6.417,2208.154
10609,TR,2023,NYS,Packaged Foods & Meats,311340,Nonchocolate Confectionery Manufacturing,2060,SUGAR AND CONFECTIONERY PRODUCTS,IL,49117,MALE,,Treasurer & Assistant Secretary,67,274,727.7,,0,0,0,0,0,0,1333.932,1333.932,1001.7,8.339,1333.932
10609,TR,2023,NYS,Packaged Foods & Meats,311340,Nonchocolate Confectionery Manufacturing,2060,SUGAR AND CONFECTIONERY PRODUCTS,IL,54177,MALE,,,64,251,672.4,2.78932,0,0,0,0,0,0,1221.811,1221.811,923.4,8.291,1221.811
10609,TR,2023,NYS,Packaged Foods & Meats,311340,Nonchocolate Confectionery Manufacturing,2060,SUGAR AND CONFECTIONERY PRODUCTS,IL,59923,MALE,,Vice President of Marketing & Sales,63,246,681.8,,0,0,0,0,0,0,1219.936,1219.936,927.8,8.261,1219.936
10614,GL,2023,NYS,Life & Health Insurance,524113,Direct Life Insurance Carriers,6311,LIFE INSURANCE,TX,43951,MALE,1/1/2023,Co-Chairman & Co-CEO,61,0,850,156.277,6.69,806.078,2008.568,2008.568,15.952,1941.677,7206.071,6481.973,850,30.769,7206.071
10614,GL,2023,NYS,Life & Health Insurance,524113,Direct Life Insurance Carriers,6311,LIFE INSURANCE,TX,52975,MALE,1/1/2023,Co-Chairman & Co-CEO,52,0,850,37.447,4.866,586.304,2008.568,2008.568,13.665,1663.303,6860.896,4246.599,850,30.769,6860.896
10614,GL,2023,NYS,Life & Health Insurance,524113,Direct Life Insurance Carriers,6311,LIFE INSURANCE,TX,61117,MALE,,Executive VP of Policy Acquisition & Chief Strategy Officer,60,0,495,41.151,4.257,512.926,781.98,781.98,9.297,1131.631,3209.22,3312.339,495,6.452,3209.22
10614,GL,2023,NYS,Life & Health Insurance,524113,Direct Life Insurance Carriers,6311,LIFE INSURANCE,TX,64758,MALE,,Executive VP & CFO,59,0,520,18.478,2.737,329.781,804.873,804.873,8.815,1072.962,2822.247,2706.472,520,,2822.247
10614,GL,2023,NYS,Life & Health Insurance,524113,Direct Life Insurance Carriers,6311,LIFE INSURANCE,TX,64759,MALE,,Executive VP & Chief Investment Officer,55,0,485,2.35,0,0,837.406,837.406,2.35,286.042,2452.438,1053.882,485,,2452.438
10614,GL,2023,NYS,Life & Health Insurance,524113,Direct Life Insurance Carriers,6311,LIFE INSURANCE,TX,64760,MALE,,"Executive VP, General Counsel & Chief Risk Officer",59,0,495,56.849,3.953,476.297,773.546,773.546,8.755,1065.658,2959.386,3181.693,495,,2959.386
10618,TTC,2023,NYS,Agricultural & Farm Machinery,333111,Farm Machinery and Equipment Manufacturing,3523,FARM MACHINERY AND EQUIPMENT,MN,42676,FEMALE,,Executive Officer,61,0,482.716,60.662,8.132,790.512,930.762,0,0,0,1653.748,5012.511,482.716,-18.883,2584.51
10618,TTC,2023,NYS,Agricultural & Farm Machinery,333111,Farm Machinery and Equipment Manufacturing,3523,FARM MACHINERY AND EQUIPMENT,MN,50513,MALE,11/1/2016,"Chairman, President & CEO",59,0,1129.958,35.717,36.596,3557.497,3599.694,0,0,0,5426.117,6247.4,1129.958,3.973,9025.811
10618,TTC,2023,NYS,Agricultural & Farm Machinery,333111,Farm Machinery and Equipment Manufacturing,3523,FARM MACHINERY AND EQUIPMENT,MN,57837,MALE,,"Group Vice President of Construction, Contractor & Residential Businesses",63,0,284.221,24.74,7.08,692.422,616.77,616.77,0,0,1674.878,1579.34,284.221,-47.078,1674.878
10618,TTC,2023,NYS,Agricultural & Farm Machinery,333111,Farm Machinery and Equipment Manufacturing,3523,FARM MACHINERY AND EQUIPMENT,MN,59558,FEMALE,,"VP of International, General Counsel & Corporate Secretary",49,0,523.981,22.627,5.75,558.958,504.63,504.63,2.229,180.192,1785.289,1704.3,523.981,4.089,1785.289
10618,TTC,2023,NYS,Agricultural & Farm Machinery,333111,Farm Machinery and Equipment Manufacturing,3523,FARM MACHINERY AND EQUIPMENT,MN,64761,FEMALE,,VP & CFO,50,0,510.777,4.757,2.47,244.89,1063.014,213.066,7.859,635.322,891.61,923.434,510.777,,1964.704
10618,TTC,2023,NYS,Agricultural & Farm Machinery,333111,Farm Machinery and Equipment Manufacturing,3523,FARM MACHINERY AND EQUIPMENT,MN,64762,MALE,,,,0,431.519,5.384,2.483,241.372,603.428,601.326,0,0,1564.246,1088.864,431.519,,1566.348
10618,TTC,2023,NYS,Agricultural & Farm Machinery,333111,Farm Machinery and Equipment Manufacturing,3523,FARM MACHINERY AND EQUIPMENT,MN,61694,FEMALE,,"VP, General Counsel & Corporate Secretary",56,150,200.967,,0,0,1349.913,1349.913,13.933,1126.344,1857.942,508.029,350.967,,1857.942
10735,TRN,2023,NYS,Construction Machinery & Heavy Transportation Equi,336510,Railroad Rolling Stock Manufacturing,3743,RAILROAD EQUIPMENT,TX,56479,MALE,,Executive VP & CFO,53,0,596.225,236.547,74.986,1681.857,1079.661,1079.661,124.716,3316.198,1936.684,2538.88,596.225,3,1936.684
10735,TRN,2023,NYS,Construction Machinery & Heavy Transportation Equi,336510,Railroad Rolling Stock Manufacturing,3743,RAILROAD EQUIPMENT,TX,58178,FEMALE,,"Executive VP, Chief Legal Officer & Assistant Secretary",50,0,332.491,112.302,42.243,879.922,811.343,811.343,17.007,452.216,1169.259,1237.838,332.491,-28.265,1169.259
10735,TRN,2023,NYS,Construction Machinery & Heavy Transportation Equi,336510,Railroad Rolling Stock Manufacturing,3743,RAILROAD EQUIPMENT,TX,59924,MALE,,Executive VP & Chief Commercial Officer,57,0,515,90.855,24.513,510.606,757.285,757.285,66.486,1767.863,1557.224,1310.545,515,12.26,1557.224
10735,TRN,2023,NYS,Construction Machinery & Heavy Transportation Equi,336510,Railroad Rolling Stock Manufacturing,3743,RAILROAD EQUIPMENT,TX,59927,FEMALE,2/17/2020,"President, CEO & Director",59,0,930,459.256,192.245,4193.213,4029.56,4029.56,265.942,7071.398,5729.556,5893.209,930,3.333,5729.556
10735,TRN,2023,NYS,Construction Machinery & Heavy Transportation Equi,336510,Railroad Rolling Stock Manufacturing,3743,RAILROAD EQUIPMENT,TX,61385,MALE,,Executive Vice President of Operations & Support Services,56,0,515,8.176,9.03,197.049,757.285,757.285,29.627,787.782,1557.315,997.079,515,13.021,1557.315
10735,TRN,2023,NYS,Construction Machinery & Heavy Transportation Equi,336510,Railroad Rolling Stock Manufacturing,3743,RAILROAD EQUIPMENT,TX,65102,MALE,,VP & Chief Accounting Officer,61,0,413.75,61.785,11.28,234.962,227.202,227.202,25.345,673.923,771.326,779.086,413.75,,771.326
10789,TYL,2023,NYS,Application Software,541512,Computer Systems Design Services,7373,COMPUTER INTEGRATED SYSTEMS DESIGN,TX,33509,MALE,7/1/2004,Executive Chairman of the Board,63,0,300,58.371,7.2,2354.76,899.482,0,0,0,307.5,11944.138,300,0,1206.982
10789,TYL,2023,NYS,Application Software,541512,Computer Systems Design Services,7373,COMPUTER INTEGRATED SYSTEMS DESIGN,TX,33510,MALE,,"Executive VP, CFO & Treasurer",64,0,425,42.988,7.82,2526.095,4030.583,0,1.39,581.187,437.885,8273.642,425,2.41,4468.468
10789,TYL,2023,NYS,Application Software,541512,Computer Systems Design Services,7373,COMPUTER INTEGRATED SYSTEMS DESIGN,TX,33512,MALE,5/10/2018,"CEO, President & Director",55,0,675,75,15.254,4942.108,8343.692,0,3.124,1306.207,684.9,6312.522,675,12.5,9028.592
10789,TYL,2023,NYS,Application Software,541512,Computer Systems Design Services,7373,COMPUTER INTEGRATED SYSTEMS DESIGN,TX,61386,MALE,,Chief Operating Officer,55,0,325,4.666,3.273,1051.451,2555.722,0,0.781,326.552,332.542,1383.993,325,8.333,2888.264
10793,TSN,2023,NYS,Packaged Foods & Meats,311611,Animal (except Poultry) Slaughtering,2011,MEAT PACKING PLANTS,AR,17982,MALE,1/1/2000,Chairman and Member of Executive Committee,70,0,1212,2923.474,78.874,5167.974,4469.093,4469.093,0,0,7327.007,8025.888,1212,0,8827.012
10793,TSN,2023,NYS,Packaged Foods & Meats,311611,Animal (except Poultry) Slaughtering,2011,MEAT PACKING PLANTS,AR,40619,MALE,6/2/2021,"President, CEO & Director",61,0,1396.615,273.674,28.697,1880.265,8193.338,2750,43.41,2191.772,4986.775,4117.04,1396.615,7.712,13180.119
10793,TSN,2023,NYS,Packaged Foods & Meats,311611,Animal (except Poultry) Slaughtering,2011,MEAT PACKING PLANTS,AR,40620,MALE,9/30/2018,Executive Vice Chairman,65,0,1000,72.482,,,0,,,,,,1000,-13.043,1246.219
10793,TSN,2023,NYS,Packaged Foods & Meats,311611,Animal (except Poultry) Slaughtering,2011,MEAT PACKING PLANTS,AR,48358,MALE,,Executive Vice President,33,0,662,33.819,2.255,147.875,1489.698,1489.698,11.668,589.118,2887.325,1045.495,662,,2887.325
10793,TSN,2023,NYS,Packaged Foods & Meats,311611,Animal (except Poultry) Slaughtering,2011,MEAT PACKING PLANTS,AR,64454,FEMALE,,,49,0,432.846,103.501,0,0,4302,4302,89.652,4526.529,5948.988,1646.988,432.846,,5948.988
10793,TSN,2023,NYS,Packaged Foods & Meats,311611,Animal (except Poultry) Slaughtering,2011,MEAT PACKING PLANTS,AR,64455,MALE,,President of Beef and Pork & Chief Supply Chain Officer,44,0,568.384,74.264,0,0,3320,1820,56.46,2850.665,4179.281,2359.281,568.384,,5679.281
10795,UAL,2023,NAS,Passenger Airlines,481111,Scheduled Passenger Air Transportation,4512,"AIR TRANSPORTATION, SCHEDULED",IL,47377,MALE,,Executive VP & Chief Growth Officer,57,250,850,48.088,0,1641.988,2990.945,724.329,0,0,4398.668,5316.327,1100,29.412,6665.284
10795,UAL,2023,NAS,Passenger Airlines,481111,Scheduled Passenger Air Transportation,4512,"AIR TRANSPORTATION, SCHEDULED",IL,49642,MALE,10/20/2015,President,53,3875,868.75,176.203,0,2519.853,6420.817,6420.817,27.511,1135.104,14984.944,11083.98,4743.75,512.097,14984.944
10795,UAL,2023,NAS,Passenger Airlines,481111,Scheduled Passenger Air Transportation,4512,"AIR TRANSPORTATION, SCHEDULED",IL,49643,MALE,,Executive Vice President of Finance,65,375,758.75,146.655,0,1462.259,2671.129,2671.129,65.247,2692.091,6077.673,4868.803,1133.75,56.379,6077.673
10795,UAL,2023,NAS,Passenger Airlines,481111,Scheduled Passenger Air Transportation,4512,"AIR TRANSPORTATION, SCHEDULED",IL,46192,MALE,5/20/2020,CEO & Director,56,0,1075,656.021,0,6486.998,10705.744,6324.975,106.838,4408.136,14192.53,14354.553,1075,7.5,18573.299
10795,UAL,2023,NAS,Passenger Airlines,481111,Scheduled Passenger Air Transportation,4512,"AIR TRANSPORTATION, SCHEDULED",IL,59928,FEMALE,,Executive VP & Chief Customer Officer,58,500,752.501,123.599,0,1639.432,2649.817,1109.826,72.792,3003.398,4561.255,5090.861,1252.501,78.927,6101.246
10795,UAL,2023,NAS,Passenger Airlines,481111,Scheduled Passenger Air Transportation,4512,"AIR TRANSPORTATION, SCHEDULED",IL,65103,MALE,,Executive VP & CFO,43,1128.24,447.103,18.355,0,152.97,1255.601,46.496,20.821,859.075,2501.06,2607.534,1575.343,,3710.165
10795,UAL,2023,NAS,Passenger Airlines,481111,Scheduled Passenger Air Transportation,4512,"AIR TRANSPORTATION, SCHEDULED",IL,65104,MALE,,Executive VP & COO,51,1525,775,44.927,0,548.334,2996.475,2396.491,51.287,2116.101,6954.243,5106.086,2300,,7554.227
10801,UGI,2023,NYS,Gas Utilities,221210,Natural Gas Distribution,4932,GAS AND OTHER SERVICES COMBINED,PA,31472,FEMALE,,Executive Officer,61,0,479.006,61.109,0,0,817.072,817.072,8.446,194.258,1802.085,1804.536,479.006,-13.651,1802.085
10801,UGI,2023,NYS,Gas Utilities,221210,Natural Gas Distribution,4932,GAS AND OTHER SERVICES COMBINED,PA,50263,MALE,6/26/2021,"President, CEO & Director",58,0,998.078,41.125,0,0,6255.097,6255.098,74.42,1711.66,9960.171,2247.146,998.078,6.791,9960.17
10801,UGI,2023,NYS,Gas Utilities,221210,Natural Gas Distribution,4932,GAS AND OTHER SERVICES COMBINED,PA,55943,MALE,,Chief Operations Officer,58,0,630.92,55.615,0,0,1705.811,1705.811,12.33,283.59,3904.865,1795.835,630.92,10.779,3904.865
10801,UGI,2023,NYS,Gas Utilities,221210,Natural Gas Distribution,4932,GAS AND OTHER SERVICES COMBINED,PA,55944,MALE,,Executive Officer,61,150,546.148,21.279,0,0,1179.491,1179.492,0,0,2174.258,715.948,696.148,-4.331,2174.257
10801,UGI,2023,NYS,Gas Utilities,221210,Natural Gas Distribution,4932,GAS AND OTHER SERVICES COMBINED,PA,52493,FEMALE,,VP & Chief Human Resources Officer,59,0,527.77,5.958,3,72.15,842.92,842.921,14.91,342.93,1966.858,996.971,527.77,1.656,1966.857
10801,UGI,2023,NYS,Gas Utilities,221210,Natural Gas Distribution,4932,GAS AND OTHER SERVICES COMBINED,PA,64456,MALE,,Chief Financial Officer,53,0,286.057,,0,0,838.006,838.006,0,0,1649.523,612.626,286.057,,1649.523
10801,UGI,2023,NYS,Gas Utilities,221210,Natural Gas Distribution,4932,GAS AND OTHER SERVICES COMBINED,PA,64457,MALE,,Chief Information Officer,63,0,429.583,17.471,0,0,537.063,537.063,3.08,70.84,1383.314,719.31,429.583,,1383.314
10839,UFI,2023,NYS,Textiles,313110,"Fiber, Yarn, and Thread Mills",2200,TEXTILE MILL PRODUCTS,NC,59079,MALE,6/1/2020,CEO & Director,58,0,775,95.25,25.33,184.909,387.5,775,120.489,469.747,1632.21,1042.119,775,-1.647,1244.71
10839,UFI,2023,NYS,Textiles,313110,"Fiber, Yarn, and Thread Mills",2200,TEXTILE MILL PRODUCTS,NC,59080,MALE,,Executive Vice President,56,0,375,0,5.855,51.611,187.5,187.5,32.644,263.437,746.525,610.636,375,-10.304,746.525
10839,UFI,2023,NYS,Textiles,313110,"Fiber, Yarn, and Thread Mills",2200,TEXTILE MILL PRODUCTS,NC,34481,MALE,,Executive VP & CFO,54,0,520,50.138,13.252,140.275,140,280,46.574,197.634,860.082,720.357,520,-1.744,720.082
10839,UFI,2023,NYS,Textiles,313110,"Fiber, Yarn, and Thread Mills",2200,TEXTILE MILL PRODUCTS,NC,59081,MALE,,"Executive VP, VP of Unifi Latin America & President of Unifi Do Brasil, Ltda",66,0,125.699,0,3.597,49.854,0,0,0,0,657.027,706.881,125.699,-61.154,657.027
10839,UFI,2023,NYS,Textiles,313110,"Fiber, Yarn, and Thread Mills",2200,TEXTILE MILL PRODUCTS,NC,32664,MALE,,Executive Chairman,71,0,700,21.9,0,0,350,700,122.489,524.978,1400,700,700,-1.887,1050
10839,UFI,2023,NYS,Textiles,313110,"Fiber, Yarn, and Thread Mills",2200,TEXTILE MILL PRODUCTS,NC,64067,MALE,,"Senior VP, General Counsel, Corporate Secretary & Executive Officer",32,0,246,7.206,0.598,5.254,35,70,10.728,45.16,345.251,280.505,246,,310.251
10840,UNF,2023,NYS,Diversified Support Services,315,Apparel Manufacturing,2300,APPAREL AND OTHER FINISHED PRODUCTS MADE FROM FABR,MA,32311,MALE,,Executive Vice President of Operations,66,0,426.4,6.077,1.107,204.499,350.194,350.194,3.611,627.989,1064.035,830.832,426.4,0.848,1064.035
10840,UNF,2023,NYS,Diversified Support Services,315,Apparel Manufacturing,2300,APPAREL AND OTHER FINISHED PRODUCTS MADE FROM FABR,MA,36414,MALE,7/31/2017,"President, CEO & Director",49,162.5,888.251,15.174,5.412,987.289,1249.877,1249.877,10.563,1930.923,3435.556,3368.318,1050.751,4.704,3435.556
10840,UNF,2023,NYS,Diversified Support Services,315,Apparel Manufacturing,2300,APPAREL AND OTHER FINISHED PRODUCTS MADE FROM FABR,MA,40621,MALE,,Executive Vice President of Sales & Marketing,59,0,461.761,1.78,1.181,218.116,450.413,450.413,4.304,748.509,1135.445,903.148,461.761,0.849,1247.946
10840,UNF,2023,NYS,Diversified Support Services,315,Apparel Manufacturing,2300,APPAREL AND OTHER FINISHED PRODUCTS MADE FROM FABR,MA,55945,MALE,,CFO & Executive VP,49,50,421.997,1.873,1.22,226.386,500.522,500.523,4.65,808.682,1295.868,896.702,471.997,14.424,1295.867
10840,UNF,2023,NYS,Diversified Support Services,315,Apparel Manufacturing,2300,APPAREL AND OTHER FINISHED PRODUCTS MADE FROM FABR,MA,62518,MALE,,Executive Vice President of Operations,62,0,393.748,1.638,1.107,204.499,350.194,350.194,3.611,627.989,1018.384,785.181,393.748,1.818,1018.384
10840,UNF,2023,NYS,Diversified Support Services,315,Apparel Manufacturing,2300,APPAREL AND OTHER FINISHED PRODUCTS MADE FROM FABR,MA,62519,MALE,,Executive Vice President of Operations,54,0,393.748,1132.82,1.107,204.499,350.194,87.644,3.611,627.989,754.596,1107.943,393.748,1.818,1017.146
10860,AEE,2023,NYS,Multi-Utilities,2211,"Electric Power Generation, Transmission and Distri",4931,ELECTRIC AND OTHER SERVICES COMBINED,MO,24413,MALE,4/24/2014,Executive Chairman,61,0,1029.171,0,0,0,0,0,0,0,3031.235,3031.235,1029.171,2.917,3031.235
10860,AEE,2023,NYS,Multi-Utilities,2211,"Electric Power Generation, Transmission and Distri",4931,ELECTRIC AND OTHER SERVICES COMBINED,MO,37144,MALE,1/1/2022,"President, CEO & Chairman of the Board",56,0,1200,190.113,71.616,5760.22,5121.903,0,58.893,4260.32,3887.528,9647.748,1200,9.091,9009.431
10860,AEE,2023,NYS,Multi-Utilities,2211,"Electric Power Generation, Transmission and Distri",4931,ELECTRIC AND OTHER SERVICES COMBINED,MO,46961,MALE,,"Senior EVP, CFO, Chairman & President of Ameren Services",53,0,825,142.397,67.747,5449.025,7788.803,7788.804,42.315,3061.067,10124.855,7785.076,825,5.096,10124.854
10860,AEE,2023,NYS,Multi-Utilities,2211,"Electric Power Generation, Transmission and Distri",4931,ELECTRIC AND OTHER SERVICES COMBINED,MO,55946,MALE,,President & Chairman of Ameren Missouri,58,0,610,85.649,11.025,911.878,1225.254,1225.254,13.674,989.177,2892.627,2579.251,610,6.087,2892.627
10860,AEE,2023,NYS,Multi-Utilities,2211,"Electric Power Generation, Transmission and Distri",4931,ELECTRIC AND OTHER SERVICES COMBINED,MO,62983,FEMALE,,"Executive VP, General Counsel & Secretary",51,0,628,26.915,18.062,1493.908,1040.671,1040.671,24.097,1743.177,2477.61,2930.847,628,4.667,2477.61
10860,AEE,2023,NYS,Multi-Utilities,2211,"Electric Power Generation, Transmission and Distri",4931,ELECTRIC AND OTHER SERVICES COMBINED,MO,65105,MALE,,Chairman & President of Ameren Illinois,52,0,585,2.518,0,0,1086.882,1086.882,12.457,901.139,2452.682,1365.8,585,,2452.682
10867,UNP,2023,NYS,Rail Transportation,482111,Line-Haul Railroads,4011,"RAILROADS, LINE-HAUL OPERATING",NE,42680,MALE,2/5/2015,"Chairman, President & CEO",60,0,925.403,593.362,24.372,4942.885,7200.161,0,38.827,9536.688,8352.415,8495.187,925.403,-26.99,15552.576
10867,UNP,2023,NYS,Rail Transportation,482111,Line-Haul Railroads,4011,"RAILROADS, LINE-HAUL OPERATING",NE,54194,FEMALE,,President,57,0,644.355,45.803,3.481,705.982,1050.15,1050.15,5.548,1362.7,2983.491,2639.323,644.355,23.204,3683.61
10867,UNP,2023,NYS,Rail Transportation,482111,Line-Haul Railroads,4011,"RAILROADS, LINE-HAUL OPERATING",NE,58180,MALE,8/14/2023,CEO & Director,64,1406.25,477.151,5.199,0,0,0,0,0,0,2017.348,2017.348,1883.401,,2017.348
10867,UNP,2023,NYS,Rail Transportation,482111,Line-Haul Railroads,4011,"RAILROADS, LINE-HAUL OPERATING",NE,59929,MALE,,Executive Vice President of Marketing & Sales - Union Pacific Railroad Company,51,0,500,21.799,2.901,588.352,900.071,900.071,5.177,1271.575,2902.287,2471.715,500,6.195,2902.287
10867,UNP,2023,NYS,Rail Transportation,482111,Line-Haul Railroads,4011,"RAILROADS, LINE-HAUL OPERATING",NE,59930,FEMALE,,Executive VP & CFO,56,0,633.333,64.821,3.714,753.236,1560.015,1560.015,7.396,1816.606,4472.788,2625.902,633.333,7.042,4472.788
10867,UNP,2023,NYS,Rail Transportation,482111,Line-Haul Railroads,4011,"RAILROADS, LINE-HAUL OPERATING",NE,61387,MALE,,Executive Vice President of Operations - Union Pacific Railroad Company,43,0,579.167,9.161,1.044,211.734,1350.106,1350.106,3.698,908.303,3499.906,1461.422,579.167,23.886,3499.906
10877,UNTC,2023,OTH,Integrated Oil & Gas,2111,Oil and Gas Extraction,1311,CRUDE PETROLEUM AND NATURAL GAS,OK,61388,MALE,,President of Unit Drilling Company,46,0,300.035,0,0,0,0,0,0,0,300.035,300.035,300.035,-33.328,300.035
10877,UNTC,2023,OTH,Integrated Oil & Gas,2111,Oil and Gas Extraction,1311,CRUDE PETROLEUM AND NATURAL GAS,OK,62984,MALE,,Senior Vice President of Unit Petroleum Company,,0,275,6.024,0,0,0,0,0,0,275,275,275,-36.177,275
10877,UNTC,2023,OTH,Integrated Oil & Gas,2111,Oil and Gas Extraction,1311,CRUDE PETROLEUM AND NATURAL GAS,OK,65890,MALE,,"VP, Corporate Secretary & General Counsel",45,0,289,2.802,0,0,0,0,0,0,289,289,289,-18.419,289
10877,UNTC,2023,OTH,Integrated Oil & Gas,2111,Oil and Gas Extraction,1311,CRUDE PETROLEUM AND NATURAL GAS,OK,65891,MALE,4/1/2023,CEO & Director,69,0,0,13.626,0,0,0,0,0,0,0,0,0,,
10894,UDR,2023,NYS,Multi-Family Residential REITs,531110,Lessors of Residential Buildings and Dwellings,6798,REAL ESTATE INVESTMENT TRUSTS,CO,24862,MALE,2/1/2001,Chairman & CEO,62,0,900,939.716,398.962,9126.314,10807.024,8796.481,0,0,9744.472,10074.305,900,0,11755.015
10894,UDR,2023,NYS,Multi-Family Residential REITs,531110,Lessors of Residential Buildings and Dwellings,6798,REAL ESTATE INVESTMENT TRUSTS,CO,24582,MALE,,Chief Investment Officer & Senior VP,60,0,550,40.276,102.991,3279.757,2704.593,2704.593,2.827,108.246,3601.319,4176.483,550,0,3601.319
10894,UDR,2023,NYS,Multi-Family Residential REITs,531110,Lessors of Residential Buildings and Dwellings,6798,REAL ESTATE INVESTMENT TRUSTS,CO,54208,MALE,,CFO & President,43,0,600,4.085,138.848,3596.02,4233.613,4233.613,0,0,4855.745,4218.152,600,9.091,4855.745
10894,UDR,2023,NYS,Multi-Family Residential REITs,531110,Lessors of Residential Buildings and Dwellings,6798,REAL ESTATE INVESTMENT TRUSTS,CO,59933,MALE,,Senior Vice President of Operations,41,0,550,13.066,47.319,1363.751,1893.492,1281.845,2.382,91.207,2154.207,2236.113,550,22.222,2765.854
10903,UNH,2023,NYS,Managed Health Care,524114,Direct Health and Medical Insurance Carriers,6324,HOSPITAL AND MEDICAL SERVICE PLANS,MN,50515,MALE,,Executive VP & CFO,61,0,1200,172.77,25.161,12926.379,10050.636,10050.636,18.154,9557.68,16074.137,15599.806,1200,0,16074.137
10903,UNH,2023,NYS,Managed Health Care,524114,Direct Health and Medical Insurance Carriers,6324,HOSPITAL AND MEDICAL SERVICE PLANS,MN,56481,MALE,2/3/2021,CEO & Non-Independent Director,58,0,1500,96.919,42.125,21478.357,15000.97,15000.97,25.076,13202.073,23534.936,25012.209,1500,0,23534.936
10903,UNH,2023,NYS,Managed Health Care,524114,Direct Health and Medical Insurance Carriers,6324,HOSPITAL AND MEDICAL SERVICE PLANS,MN,58181,MALE,,President & COO,63,0,1200,97.547,25.317,13004.942,10050.636,10050.636,18.154,9557.68,16074.137,15678.369,1200,0,16074.137
10903,UNH,2023,NYS,Managed Health Care,524114,Direct Health and Medical Insurance Carriers,6324,HOSPITAL AND MEDICAL SERVICE PLANS,MN,61799,MALE,,Chief Executive Officer of UnitedHealthcare,48,0,1000,32.852,13.485,6881.665,6000.585,6000.585,11.288,5942.97,10221.898,9102.852,1000,0,10221.898
10903,UNH,2023,NYS,Managed Health Care,524114,Direct Health and Medical Insurance Carriers,6324,HOSPITAL AND MEDICAL SERVICE PLANS,MN,63568,MALE,,"Executive VP, Chief Legal Officer & Corporate Secretary",61,0,875,3.911,3.821,1974.678,3375.943,3375.943,4.087,2151.597,6422.456,3896.078,875,-67.673,6422.456
10916,UMBF,2023,NAS,Regional Banks,522110,Commercial Banking,6020,COMMERCIAL BANKS,MO,33880,MALE,5/12/2004,Chairman & CEO,50,0,1038.463,2059.978,46.867,4110.259,2599.827,2599.827,30.144,2518.531,4787.774,6298.206,1038.463,5.058,4787.774
10916,UMBF,2023,NAS,Regional Banks,522110,Commercial Banking,6020,COMMERCIAL BANKS,MO,50516,MALE,,Executive VP & CFO,50,0,419.778,18.008,6.187,542.405,284.57,284.57,3.516,293.763,945.516,1203.351,419.778,4.155,945.516
10916,UMBF,2023,NAS,Regional Banks,522110,Commercial Banking,6020,COMMERCIAL BANKS,MO,50518,MALE,,Executive VP & Chief Credit Officer,59,0,412.72,38.789,5.763,480.012,200.098,200.098,5.502,459.691,888.903,1168.817,412.72,,888.903
10916,UMBF,2023,NAS,Regional Banks,522110,Commercial Banking,6020,COMMERCIAL BANKS,MO,55948,MALE,,President & Vice Chairman,52,0,649.616,42.209,28.351,2469.905,1229.929,1229.929,10.999,918.966,2505.55,3745.526,649.616,7.999,2505.55
10916,UMBF,2023,NAS,Regional Banks,522110,Commercial Banking,6020,COMMERCIAL BANKS,MO,59559,FEMALE,,Executive VP & Chief Administrative Officer,43,0,417.256,16.995,5.1,447.06,301.283,301.283,3.426,286.242,999.05,1163.919,417.256,5.47,999.05
10920,UPS,2023,NYS,Air Freight & Logistics,492110,Couriers and Express Delivery Services,4210,"TRUCKING AND COURIER SERVICES, EXCEPT AIR",GA,23290,FEMALE,6/1/2020,CEO & Director,66,0,1509.713,165.306,74.91,12130.696,18916.192,18916.192,0,0,23390.051,15245.793,1509.713,2.964,23390.051
10920,UPS,2023,NYS,Air Freight & Logistics,492110,Couriers and Express Delivery Services,4210,"TRUCKING AND COURIER SERVICES, EXCEPT AIR",GA,57838,MALE,,Executive VP & CFO,54,0,831.626,74.887,31.606,5100.301,5551.095,5551.095,0,0,7342.07,6484.584,831.626,6.024,7342.07
10920,UPS,2023,NYS,Air Freight & Logistics,492110,Couriers and Express Delivery Services,4210,"TRUCKING AND COURIER SERVICES, EXCEPT AIR",GA,59935,FEMALE,,"Executive VP and President of International, Healthcare & Supply Chain Solutions",54,0,840.254,94.762,39.385,6532.216,4686.065,4686.066,0.585,91.99,10361.522,11799.748,840.254,7.56,10361.521
