ticker,year,gvkey,gender,co_per_rol,pceo,pcfo,title,age,bonus,opt_exer_val,opt_unex_exer_est_val,opt_unex_unexer_est_val,othcomp,pension_value_tot,salary,stock_awards,stock_unvest_val,tdc1,tdc2,total_sec
FUL,2023,4926,FEMALE,48382,,,Executive VP & Chief Administrative Officer,56,0,694.347,3784.053,211.171,109.62,0,500,296.471,273.498,1407.91,1807.463,1407.909
FUL,2023,4926,MALE,54092,,CFO,Executive VP & CFO,57,0,0,4830.661,518.357,140.572,0,596.769,523.71,586.362,2239.007,1740.111,2017.538
FUL,2023,4926,MALE,54094,,,Executive Vice President of Engineering Adhesives,60,0,0,2744.465,334.134,113.332,0,610.685,755.063,895.383,2010.61,1715.816,1985.846
FUL,2023,4926,FEMALE,68853,CEO,,"President, CEO & Director",54,0,0,68.861,682.492,290.296,0,950,1624.832,1122.979,5050.902,3435.146,5050.902
FUL,2023,4926,MALE,71300,,,"Executive Vice President of Hygiene, Health & Consumable Adhesives",58,0,0,322.971,169.621,118.992,0,500,298.166,279.111,1539.842,1245.048,1522.802
GATX,2023,4941,MALE,30496,CEO,,"President, CEO & Director",59,0,1096.183,1114.334,467.78,9.9,4824.309,858.333,1809.082,0,3581.57,2883.431,6472.498
GATX,2023,4941,MALE,48383,,CFO,Executive VP & CFO,54,0,1035.733,2692.78,299.842,9.9,3201.583,596.583,619.642,357.053,2289.158,2708.991,2797.02
GATX,2023,4941,MALE,60955,,,Executive VP & President of Rail North America,47,0,405.851,1065.909,275.423,9.9,1699.763,544.75,387.418,357.053,1736.316,1756.203,2059.073
GATX,2023,4941,FEMALE,69090,,,Executive VP & Chief Human Resources Officer,48,0,0,78.132,80.023,9.9,60.928,415,242.419,0,1153.96,911.706,1183.491
GATX,2023,4941,MALE,71301,,,"Executive VP, General Counsel & Corporate Secretary",48,0,0,137.707,78.261,9.9,215.339,400,232.224,145.466,1107.614,877.678,1152.662
AJG,2023,4973,MALE,5997,CEO,,Chairman & CEO,71,0,9429.968,23613.356,19748.237,2932.108,904.862,1300,3988.775,12595.034,15459.724,23500.851,15496.222
AJG,2023,4973,MALE,27305,,CFO,Corporate VP & CFO,61,0,3013.367,4454.73,6841.945,1177.179,26.929,950,804.166,3832.72,5866.294,8319.712,5867.278
AJG,2023,4973,MALE,48717,,,President,64,0,3676.904,15041.219,9078.201,1725.962,525.307,1000,846.49,2691.769,6661.862,9749.356,6689.533
AJG,2023,4973,MALE,60956,,,"Corporate VP, General Counsel & Secretary",60,0,3818.074,4940.03,5981.926,870.068,0,725,627.784,3297.708,4472.507,7853.426,4472.507
AJG,2023,4973,MALE,60957,,,President & CEO of Risk Management Services,61,0,2747.883,11915.313,6765.049,904.16,0,750,634.868,1884.674,4606.086,6911.911,4606.086
TGNA,2023,4988,MALE,37074,CEO,,"President, CEO & Director",64,1316.25,0,0,0,148.96,0,975,8475.002,2692.907,3902.715,3902.715,10965.633
TGNA,2023,4988,FEMALE,46674,,CFO,Consultant,58,650,0,0,0,75.034,0,730,1824.997,2142.423,3280.03,3280.03,3280.031
TGNA,2023,4988,FEMALE,56843,,,Executive VP & COO of Media Operations,62,600,0,0,0,121.396,0,650,2200.004,2255.057,3571.4,3571.4,3857.479
TGNA,2023,4988,MALE,63558,,,Senior VP & General Counsel,50,0,0,0,0,14.834,32.383,250,1000.007,0,1264.841,1264.841,1264.841
TGNA,2023,4988,FEMALE,71302,,,Senior VP & Chief Legal Officer,54,200,0,0,0,1.808,0,45.192,900.003,945.096,1147.003,1147.003,1147.003
GAP,2023,4990,MALE,58713,,,President & CEO of Gap Brand,55,0,1836.783,1327.221,1653.364,74.793,0,1121.154,2295.25,3599.595,5393.197,7229.98,6791.197
GAP,2023,4990,MALE,65592,CEO,,Executive Chairman of the Board,74,0,0,0,0,230.081,0,1000,4495.744,4328.386,8045.31,8045.31,8045.31
GAP,2023,4990,FEMALE,65594,,CFO,Executive VP & CFO,53,0,1520.046,0,1150.648,67.682,0,914.615,3314.782,3436.638,6854.589,8374.635,6854.589
GAP,2023,4990,MALE,69093,,,President & CEO - Old Navy,52,1187.5,0,0,0,307.619,0,1019.23,2951.03,5143.806,5109.96,5109.96,8060.99
GAP,2023,4990,MALE,71661,,,"CEO, President & Director",55,0,0,0,0,322.446,0,697.159,11542.892,9780.282,14365.008,14365.008,14365.008
GAP,2023,4990,MALE,71662,,,President & CEO of Athleta,45,0,0,0,0,287.055,0,475,8092.183,10281.648,7577.475,7577.475,9709.636
GD,2023,5046,FEMALE,45152,CEO,,Chairperson & CEO,65,0,0,55514.811,9997.383,699.783,2569.999,1700,11246.277,11348.877,22582.776,17933.06,22582.776
GD,2023,5046,MALE,48385,,,Executive Vice President of Combat Systems,64,0,0,21689.286,2246.628,81.207,2845.415,875,2721.049,2621.369,6143.057,5018.256,6329.51
GD,2023,5046,MALE,50035,,CFO,Executive VP of Technologies,51,0,2026.976,19897.506,2975.701,80.669,407.372,1100,4353.404,3697.701,9208.04,9435.049,9244.195
GD,2023,5046,MALE,63560,,,VP & President of Gulfstream Aerospace,63,0,2513.869,12423.015,3455.005,80.035,1254.888,875,3446.407,3055.018,7123.317,8212.311,7123.317
GD,2023,5046,MALE,65595,,,Executive Vice President of Marine Systems,55,0,0,10739.489,2354.21,79.645,1125.059,875,2684.494,2708.358,6032.221,4922.139,6122.432
GE,2023,5047,MALE,60958,,,"Senior VP, General Counsel & Secretary",61,0,4736.303,3807.969,1456.567,23.1,2370.042,1500,2220.619,2695.928,7681.215,11292.522,8245.739
GE,2023,5047,MALE,60959,CEO,,Chairman & CEO,60,0,0,0,0,571.02,3616.733,2500,4999.987,0,13696.007,13696.007,14698.285
GE,2023,5047,MALE,63196,,,"Senior VP, Chief Human Resources Officer of GE & Chief Administrative Officer of GE Aerospace",60,0,0,15420.902,3933.291,41.82,1887.841,1000,2133.283,11608.61,7205.093,6155.103,7714.702
GE,2023,5047,MALE,63197,,,President and CEO of Commercial Engines & Services - GE Aerospace,52,0,0,7814.972,4781.799,115.832,10816.641,1400,1745.057,10876.629,6017.086,4517.091,8260.941
GE,2023,5047,FEMALE,65216,,CFO,Senior Vice President of Finance,51,0,0,4332.981,22911.529,1982.021,852.162,1333.333,1745.057,2389.027,8227.117,6727.122,9412.976
GE,2023,5047,MALE,71303,,,Senior VP & CFO,51,0,0,0,0,102.994,0,900,2529.166,10367.258,4906.492,4906.492,4906.492
GIS,2023,5071,MALE,51325,CEO,,Chairman & CEO,57,0,596.957,14421.566,2324.142,164.164,22577.325,1333.333,7203.495,16602.843,12752.931,10502.75,16056.114
GIS,2023,5071,MALE,60466,,,Group President of Pet & International and North America Foodservice (NAF),54,0,0,4057.135,790.496,96.587,9351.52,834.167,1945.021,5395.494,4181.719,3412.987,5191.233
GIS,2023,5071,MALE,64616,,CFO,CFO and Interim Chief Strategy & Growth Officer,53,0,0,1349.189,655.157,82.547,3256.282,775,1836.952,4854.901,3817.335,3091.299,4617.517
GIS,2023,5071,MALE,66590,,,Chief Digital & Technology Officer,60,0,0,0,455.762,182.077,0,700,1440.699,3249.645,3257.331,2687.896,3257.331
GIS,2023,5071,FEMALE,70503,,,General Counsel & Corporate Secretary,57,0,0,0,0,167.466,0,726.333,1224.782,882.847,2952.407,2468.383,2952.407
GIS,2023,5071,FEMALE,72685,,,Group President of North America Retail,47,0,0,1617.051,322.217,58.303,2531.888,618.75,1492.557,2521.568,2808.849,2495.664,3165.514
ALLY,2023,5072,MALE,70504,,,Interim CEO & President of Dealer Financial Services,60,1540,0,0,0,59.19,0,750,10703.257,1698.544,13052.447,13052.447,13052.447
ALLY,2023,5072,MALE,70513,CEO,,CEO & Director,50,4375,0,0,0,53.595,0,1000,7965.789,7484.867,13391.151,13391.151,13394.384
ALLY,2023,5072,MALE,70514,,CFO,Corporate Treasurer,56,687.5,0,0,0,52.102,0,586.539,2728.314,2167.258,4054.455,4054.455,4054.455
ALLY,2023,5072,MALE,70521,,,General Counsel,51,0,0,0,0,44.398,0,650,3763.285,0,3827.668,3827.668,4457.683
ALLY,2023,5072,FEMALE,70526,,,President of Consumer & Commercial Banking Products - Ally Bank,57,1460,0,0,0,43.847,0,750,2343.279,1854.82,4597.126,4597.126,4597.126
ALLY,2023,5072,MALE,71663,,,Chief Financial Officer,48,1800,0,0,0,1154.982,0,346.154,4250.05,3041.846,7551.186,7551.186,7551.186
ALLY,2023,5072,MALE,71664,,,Chief Risk Officer,49,875,0,0,0,39.777,0,650,1703.273,922.814,2698.04,2698.04,3268.05
GM,2023,5073,FEMALE,47522,CEO,,Chairman & CEO,61,0,0,0,0,997.392,2108.43,2100,14625,6019.689,27847.405,22972.392,27847.405
GM,2023,5073,MALE,50506,,,President,59,0,0,0,0,522.168,1585.081,1350,10471.875,2551.218,17944.077,14453.443,17966.292
GM,2023,5073,MALE,52476,,,"EVP of Legal, Policy, Cybersecurity, Gen. Counsel & Corp. Sec.",65,0,0,0,0,221.674,0,893.75,6898.406,3546.885,11502.937,9870.13,11502.937
GM,2023,5073,MALE,65597,,CFO,Executive VP & CFO,51,0,0,0,0,186.421,0,1000,6187.5,2006.563,11123.924,9061.421,11123.924
GM,2023,5073,MALE,71665,,,,50,1500,0,0,0,49.197,0,488.889,17000.001,15673.512,20388.087,20388.087,20388.087
SPXC,2023,5087,MALE,52479,CEO,,"President, CEO & Director",55,0,0,70522.809,3351.745,127.129,0,1026.849,3175.978,13909.683,5534.181,4482.523,7658.614
SPXC,2023,5087,MALE,52480,,,Segment President of Detection & Measurement,52,0,0,2099.159,588.022,67.939,0,572.888,560.505,1024.443,1666.055,1480.477,2040.981
SPXC,2023,5087,MALE,54097,,,President of Heating & Global Operations,57,0,1173.831,1032.635,650.62,61.102,0,539.157,594.107,1787.574,1956.82,2933.935,2153.549
SPXC,2023,5087,MALE,69095,,CFO,"Chief Accounting Officer, VP of Finance & Corporate Controller",58,150,443.122,418.257,65.84,23.553,0,122.339,0,423.03,417.675,860.797,417.675
SPXC,2023,5087,MALE,69096,,,Segment President of HVAC,,125,0,314.165,801.39,22.771,0,572.888,560.505,0,2258.949,2073.371,2258.949
SPXC,2023,5087,MALE,71666,,,"VP, CFO & Treasurer",53,100,0,0,161.452,29.32,0,497.26,787.103,1244.582,2113.698,1940.476,2286.905
GCO,2023,5109,FEMALE,47523,CEO,,"Chairman, President & CEO",57,0,0,0,0,41.831,0,1025,3183.204,3806.752,1066.831,1066.831,4250.035
GCO,2023,5109,MALE,64130,,,Consultant,62,0,0,0,0,28.324,0,420,614.354,987.607,448.324,448.324,1062.678
GCO,2023,5109,MALE,64132,,,"Senior VP, Chief Strategy & Digital Officer",49,0,0,0,0,17.089,0,417,502.246,844.392,434.089,434.089,936.335
GCO,2023,5109,MALE,64133,,,Senior VP and President of Johnston & Murphy Group,52,0,0,0,0,32.21,0,365,345.476,473.809,397.21,397.21,742.686
GCO,2023,5109,MALE,66422,,,"Senior VP, General Counsel & Corporate Secretary",54,0,0,0,0,22.922,0,450,445.5,750.501,472.922,472.922,918.422
GCO,2023,5109,MALE,66423,,CFO,CFO & Senior VP of Finance,68,0,0,0,0,82.744,0,500,60.235,432.611,582.744,582.744,642.979
GNTX,2023,5116,MALE,48720,CEO,,"President, CEO & Director",45,0,274.956,981.72,0,273.914,0,842.693,4418.429,2558.618,6584.507,6859.463,7111.531
GNTX,2023,5116,MALE,50509,,CFO,"VP of Finance, CFO, Treasurer & Chief Accounting Officer",48,0,99.765,262.44,0,202.259,0,515.154,1764.515,803.6,2726.694,2826.459,3198.306
GNTX,2023,5116,MALE,52482,,,"VP, General Counsel & Corporate Secretary",42,0,60.914,243,0,116.774,0,413.154,1299.321,580.205,2149.049,2209.963,2406.524
GNTX,2023,5116,MALE,62029,,,CTO & VP of Engineering,50,0,15.798,145.8,0,154.841,0,509.154,1612.411,710.518,2825.38,2841.178,2992.784
GNTX,2023,5116,MALE,62030,,,Senior VP of Sales & Chief Sales Officer,58,0,0,291.6,0,138.524,0,449.154,1424.529,636.021,2362.846,2362.846,2645.123
GPC,2023,5125,MALE,33962,CEO,,Chairman & CEO,66,0,0,765.129,0,293.036,12572.272,1245,6500.088,9238.099,9727.48,9727.48,11398.274
GPC,2023,5125,MALE,50036,,,Executive VP & Chief Human Resources Officer,61,0,0,0,0,16.5,3424.069,541.323,1149.95,2156.249,2090.488,2090.488,3615.407
GPC,2023,5125,MALE,63199,,,Group President of GPC North America,60,0,0,0,0,16.5,3668.781,654.5,1799.959,2750.594,3760.566,3760.566,5774.795
GPC,2023,5125,MALE,63200,,,President of the U.S. Automotive Parts Group,60,0,0,0,0,16.5,5209.087,613.5,1149.95,908.645,1334.953,1334.953,4398.122
GPC,2023,5125,MALE,67050,,,President & COO,45,0,0,0,0,16.5,704.286,788,2500.047,5774.704,4041.959,4041.959,4746.245
GPC,2023,5125,MALE,68854,,CFO,Executive VP & CFO,48,0,0,0,0,16.5,0,690,1900.118,4575.526,3159.442,3159.442,3159.443
GTY,2023,5149,MALE,43333,,,"Executive VP, General Counsel & Corporate Secretary",62,328.6,0,0,0,55.372,0,439.615,952,2107.054,1775.587,1775.587,1775.587
GTY,2023,5149,MALE,48721,CEO,,"President, CEO & Director",44,516.5,0,0,0,75.072,0,589.904,1615,3272.64,2796.476,2796.476,2796.476
GTY,2023,5149,MALE,50510,,,"Executive VP, Chief Investment Officer & COO",59,328.6,0,0,0,58.872,0,474.615,952,1510.966,1814.087,1814.087,1814.087
GTY,2023,5149,MALE,65219,,CFO,"Executive VP, CFO & Treasurer",47,340.8,0,0,0,54.592,0,439.615,952,771.408,1787.007,1787.007,1787.007
GLT,2023,5179,MALE,50511,,,Senior VP & Chief Commercial Officer,50,0,0,0,0,707.618,0,122.787,376.904,0,1207.309,1207.309,1208.309
GLT,2023,5179,MALE,63562,,,VP of Strategic Initiatives & Business Optimization and Chief Accounting Officer,54,0,0,0,0,29.473,442,346.951,215.374,0,626.598,626.598,684.598
GLT,2023,5179,FEMALE,65602,,,Senior Vice President of Global Human Resources & Administration,60,0,0,0,0,28.409,5,367.031,179.478,60.497,542.118,542.118,611.918
GLT,2023,5179,MALE,65603,,,Senior Vice President of Integrated Global Supply Chain & Information Technology,54,0,0,0,0,103.695,0,331.465,264.49,0,699.65,699.65,699.65
GLT,2023,5179,MALE,69097,,CFO,"Senior VP, CFO & Treasurer",47,0,0,0,0,36.359,0,447.916,358.955,108.912,538.275,538.275,897.23
GLT,2023,5179,MALE,69098,CEO,,"CEO, President & Director",62,0,0,0,0,82.177,0,1050,2153.742,931.2,2179.777,2179.777,3495.919
GLT,2023,5179,MALE,71667,,,Senior VP & COO,51,0,0,0,0,59.488,0,191.516,353.886,76.983,629.787,629.787,629.787
GT,2023,5234,MALE,28457,CEO,,"CEO, President & Chairman",60,0,0,2100,1050,132.353,0,1433.333,4915.483,0,8158.286,8158.286,14740.302
GT,2023,5234,MALE,36941,,,Executive VP & Chief Administrative Officer,57,2000,648.562,695.554,463.705,65.081,0,845,1458.594,3095.44,6473.253,7121.815,7273.491
GT,2023,5234,MALE,48391,,,President of Americas,57,0,0,1295.179,431.722,89.091,8417.384,796.667,1324.749,2820.524,4281.732,4281.732,4941.115
GT,2023,5234,MALE,59900,,,"President of Europe, Middle East & Africa",62,0,0,1295.179,431.722,29.853,0,781.667,1324.749,2820.524,3076.079,3076.079,4579.541
GT,2023,5234,FEMALE,71304,,CFO,Executive VP & CFO,51,0,0,52.5,52.5,78.596,1532.96,725,2122.986,2423.903,2032.005,2032.005,4551.205
GGG,2023,5252,MALE,16437,,,Chief Commercial Development Officer,69,0,4914.536,9772.809,1198.788,42.5,4245,566.4,0,2169,1604.357,6018.925,1682.357
GGG,2023,5252,MALE,24194,,CFO,CFO & Treasurer,66,0,2731.86,12020.668,733.267,22.234,1194,449.4,0,0,1736.492,3618.496,1841.492
GGG,2023,5252,MALE,50038,CEO,,"President, CEO & Director",59,0,0,19239.778,7770.905,26.758,1228,985,0,0,7811.066,2311.194,9236.066
GGG,2023,5252,MALE,52013,,,President of Worldwide Industrial Division,49,0,0,8464.859,856.345,28.355,0,540.6,0,0,1602.222,1102.254,1602.222
GGG,2023,5252,FEMALE,71305,,,President of EMEA,59,0,1480.959,7983.858,810.578,1101.224,0,379.6,0,0,2341.197,3322.188,2669.197
GWW,2023,5256,MALE,28559,,,Senior Vice President,65,0,10073.678,8049.536,0,125.143,0,597.946,1300.38,2124.761,2473.389,12547.067,2473.389
GWW,2023,5256,MALE,38953,CEO,,Chairman & CEO,55,0,27825.975,41295.035,0,317.288,0,1100,6631.385,15100.389,3529.288,31355.263,10160.673
GWW,2023,5256,FEMALE,54100,,,Senior VP & President of Grainger Business Unit,54,0,943.749,9445.217,0,110.883,0,693.836,2000.793,5689.786,3679.417,4623.166,3679.417
GWW,2023,5256,FEMALE,60961,,CFO,CFO & Senior VP,54,0,1965.985,6019.029,0,110.883,0,693.836,2000.793,5269.64,2664.111,4630.096,3679.417
GWW,2023,5256,FEMALE,67051,,,Senior VP & Chief Human Resources Officer,54,0,608.907,0,0,65.24,0,384.444,1151.067,0,1982.547,2591.454,1982.547
GWW,2023,5256,FEMALE,71306,,,Senior VP & Chief Legal Officer,45,900,0,0,0,351.541,0,566.137,2400.939,2341.049,3034.471,3034.471,4794.91
GWW,2023,5256,MALE,71307,,,Senior VP & Chief Human Resources Officer,56,0,1527.739,0,0,48.578,0,452.265,801.541,1713.731,1495.064,3022.803,1643.489
GEF,2023,5338,MALE,36074,,,"Executive VP, General Counsel & Secretary",65,0,0,0,0,67.417,5640.226,677.103,2483.481,1523.175,1674.455,1674.455,3646.72
GEF,2023,5338,MALE,50040,,CFO,Executive VP & CFO,65,0,0,0,0,466.068,2837.995,810.774,3634.653,2293.62,3970.998,3970.998,5550.294
GEF,2023,5338,MALE,53876,CEO,,"President, CEO & Director",59,0,0,0,0,178.241,336.029,980.769,2230.716,2657.158,6515.822,6515.822,4352.908
GEF,2023,5338,MALE,68694,,,Senior VP & Chief Commercial Officer,58,0,0,0,0,96.7,768.953,586.073,1910.786,1207.453,2175.598,2175.598,2975.812
GEF,2023,5338,MALE,68695,,,Executive VP & Chief Human Resources Officer,51,0,0,0,0,81.737,129.927,473.641,1244.914,842.772,1598.208,1598.208,2058.809
HAL,2023,5439,MALE,34190,,,Executive VP of Administration & Chief Human Resources Officer,55,0,0,240.681,0,129.323,0,800,1960.093,3286.903,5865.332,5865.332,5960.05
HAL,2023,5439,MALE,45160,,,Executive Officer,66,0,0,314.628,0,2638.026,0,910,2556.249,0,10080.088,10080.088,10203.614
HAL,2023,5439,MALE,47017,CEO,,"President, CEO & Chairman",59,0,0,806.352,0,659.119,0,1600,7017.625,11866.78,19572.279,19572.279,19911.392
HAL,2023,5439,MALE,63568,,CFO,Executive VP & CFO,56,0,0,251.893,0,412.825,0,875,1960.093,3245.692,6230.918,6230.918,6325.636
HAL,2023,5439,MALE,63569,,,President of Western Hemisphere,61,0,0,443.524,0,735.714,0,900,2556.249,4172.975,8029.91,8029.91,8153.436
HAL,2023,5439,MALE,71668,,,"Executive VP, Secretary & Chief Legal Officer",57,0,0,683.698,0,352.988,0,800,1960.093,3399.654,6053.247,6053.247,6147.965
LHX,2023,5492,MALE,63203,,,President of Space & Airborne Systems,58,0,2136.271,975.452,104.804,169.547,0,718.846,1910.722,1641.994,2018.693,4154.964,4566.965
LHX,2023,5492,MALE,63205,CEO,,Chairman & CEO,62,0,0,33578.613,653.183,1057.298,0,1542.308,10114.106,9160.074,6335.106,6335.106,19824.247
LHX,2023,5492,MALE,67053,,,"Senior Vice President of Strategy, Growth & Technology",65,0,0,655.161,104.804,166.614,0,718.846,1910.722,1709.603,1759.06,1759.06,4307.332
LHX,2023,5492,FEMALE,68857,,,Senior VP & CFO,49,0,0,0,27.119,3177.809,0,792.308,2322.592,2695.305,3970.117,3970.117,7067.722
LHX,2023,5492,MALE,71308,,,President of Communication Systems Segment,50,850,0,0,5.467,85.335,0,721.863,5911.07,4542.441,2585.898,2585.898,9884.565
LHX,2023,5492,MALE,71309,,CFO,Senior VP & CFO,50,200,0,0,0,0.212,0,49.038,0,0,302.75,302.75,302.75
NVRI,2023,5496,MALE,48394,CEO,,"Chairman, President & CEO",59,0,0,563.14,301.669,94.377,0,1014.269,3486.818,1610.667,3111.832,2224.342,6598.65
NVRI,2023,5496,MALE,50512,,CFO,Senior VP & CFO,61,43.5,0,0,0,38.319,0,863.077,948.364,0,1513.913,1513.913,1893.26
NVRI,2023,5496,MALE,54101,,,"Senior VP, General Counsel, Chief Compliance Officer & Corporate Secretary",59,0,0,51.91,93.814,53.14,0,551.987,680.183,0,2135.729,1859.735,2135.729
NVRI,2023,5496,FEMALE,68858,,,Senior VP & Chief Human Resources Officer,54,85,0,0,58.069,39.749,0,410,421.013,237.69,1382.429,1211.593,1553.265
NVRI,2023,5496,MALE,68859,,,VP & COO of Harsco's Environmental Division,56,0,0,0,0,1990.4,0,305.742,356.845,0,2652.987,2508.189,2797.785
NVRI,2023,5496,MALE,71310,,,Senior VP & President of Clean Earth,51,150,0,0,0,195.586,0,319.712,720.223,264.033,2091.818,1818.69,2091.818
NVRI,2023,5496,MALE,71311,,,Senior VP & CFO,60,500,0,0,0,17.82,0,132.212,1499.998,2288.133,2319.367,2319.367,2319.367
HAS,2023,5518,FEMALE,42243,,,Executive VP & CFO,59,0,0,0,0,117.5,123.522,1250,3750.034,0,6587.049,5117.504,7837.079
HAS,2023,5518,MALE,68310,CEO,,CEO & Director,49,0,0,0,0,705.815,0,1500,7875.02,3267.022,12485.863,9399.829,15110.869
HAS,2023,5518,MALE,69099,,,President & COO,50,0,0,0,0,817.042,0,296.154,3300.056,0,3624.894,2331.695,5824.913
HAS,2023,5518,FEMALE,69100,,,President & COO of Wizards - Coast & Digital Gaming,56,500,0,0,0,80.999,0,614.423,2250.054,1554.828,3511.484,2629.754,5011.52
HAS,2023,5518,FEMALE,71669,,CFO,Executive VP & CFO,,350,0,0,0,177.037,0,634.615,4000.042,3396.205,5710.001,5710.001,5710.001
HAS,2023,5518,MALE,71670,,,"Executive VP, Chief Legal Officer & Corporate Secretary",54,0,0,0,0,71.948,16.971,619.423,1650.084,737.357,2289.41,1642.804,3390.358
HAS,2023,5518,MALE,71671,,,"President of Toy, Licensing & Entertainment",62,0,0,0,0,312.551,0,572.115,3275.135,2058.994,4372.242,4372.242,5268.385
HVT,2023,5523,MALE,27441,CEO,,Chairman & CEO,72,0,0,0,0,66.713,0,760,670.746,2508.395,2156.725,2156.725,2887.694
HVT,2023,5523,MALE,30991,,,President,61,0,0,0,0,46.845,282.058,525,324.341,1126.879,1375.068,1375.068,1391.998
HVT,2023,5523,MALE,40431,,,Executive VP & Chief Information Officer,62,0,0,0,0,26.99,442.409,420,222.405,831.837,957.002,957.002,1005.221
HVT,2023,5523,MALE,58720,,CFO,Executive VP & CFO,56,0,0,0,0,28.842,0,465,266.754,839.221,1293.818,1293.818,1160.584
HVT,2023,5523,MALE,63570,,,Executive Vice President of Merchandising,59,0,0,0,0,27.706,120.555,420,222.405,710.356,1047.72,1047.72,980.808
HE,2023,5526,MALE,65606,CEO,,"President, CEO & Director",57,0,0,0,0,0,6633.255,958.333,2253.154,400.642,3211.487,3211.487,5386.25
HE,2023,5526,MALE,65607,,,"Executive VP, General Counsel, Chief Administrative Officer & Corporate Secretary",53,0,0,0,0,13.866,1342.32,475.167,517.149,152.599,702.864,702.864,1337.515
HE,2023,5526,FEMALE,67055,,,"CEO, President & Director of American Savings Bank",48,0,0,0,0,32.063,0,726,756.211,165.086,1012.184,1012.184,1514.274
HE,2023,5526,FEMALE,69101,,,"President & CEO of Hawaiian Electric Company, Inc.",50,0,0,0,0,0,1749.087,575,895.602,224.444,1125.597,1125.597,2077.532
HE,2023,5526,MALE,69102,,CFO,"Executive VP, Treasurer & CFO",52,0,0,0,0,10.265,233.82,475,879.303,6.584,485.265,485.265,1451.568
HE,2023,5526,MALE,71672,,,"Executive VP, CFO & Treasurer",59,300,0,0,0,266.087,0,150,0,0,716.087,716.087,716.087
HWKN,2023,5530,MALE,44093,,,"VP, General Counsel & Secretary",60,0,0,0,0,62.561,0,337,219.046,1800.346,669.161,669.161,888.207
HWKN,2023,5530,MALE,44393,CEO,,"CEO, President & Director",53,0,0,0,0,68.069,0,637,636.944,5060.275,1979.069,1979.069,2616.013
HWKN,2023,5530,MALE,60467,,CFO,"Executive VP, CFO & Treasurer",52,0,0,0,0,47.678,0,468,350.982,2880.23,1217.678,1217.678,1568.66
HWKN,2023,5530,MALE,66591,,,Vice President of Operations,54,0,0,0,0,48.491,0,368,220.726,1813.094,710.891,710.891,931.617
HWKN,2023,5530,MALE,72686,,,Vice President of Water Treatment Group,,0,0,0,0,43.666,0,337,202.167,1539.61,650.266,650.266,852.433
HCSG,2023,5539,MALE,37431,CEO,,"President, CEO & Director",49,0,0,0,0,47.207,0,1005.108,2431.17,2551.299,4501.067,1450.228,4559.91
HCSG,2023,5539,MALE,43700,,CFO,Executive VP & Chief Administrative Officer,51,0,0,0,0,33.426,0,606.703,454.332,504.895,1336.004,730.229,1360.017
HCSG,2023,5539,MALE,59902,,,Executive VP & COO,45,0,0,0,0,37.525,0,639,454.332,504.895,1426.463,820.688,1452.432
HCSG,2023,5539,MALE,67871,,,"VP, Controller & Principal Accounting Officer",33,0,0,0,0,10.817,0,221.481,49.996,0,346.869,346.869,357.081
HCSG,2023,5539,MALE,67872,,,EVP & Chief Revenue Officer,48,0,0,0,0,22.335,0,579.407,347.371,420.411,1168.015,709.864,1193.551
WELL,2023,5543,MALE,58722,CEO,,CEO & Director,42,0,0,589.168,0,26.7,0,1200,11653.191,17975.989,17199.891,17199.891,17199.891
WELL,2023,5543,MALE,58723,,,"Executive VP, General Counsel & Corporate Secretary",50,0,0,58.903,0,16.5,0,595,2201.15,2702.094,4002.65,4002.65,4002.65
WELL,2023,5543,MALE,63208,,CFO,Executive VP & CFO,37,0,0,116.633,0,25.5,0,695,4531.805,7260.873,6920.305,6920.305,6920.305
WELL,2023,5543,FEMALE,65608,,,Executive Vice President of Wellness Housing & Development,41,0,0,58.903,0,1048.5,0,585,1553.796,2524.779,3187.296,3187.296,3187.296
WELL,2023,5543,MALE,67873,,,Executive VP & COO,59,0,0,0,0,29.5,0,625,3454.999,2557.088,6045.441,5595.437,6045.441
HL,2023,5560,MALE,24817,CEO,,"President, CEO & Director",63,0,0,0,0,22.569,10129.607,784.375,1216.206,1253.255,3457.525,3457.525,4142.554
HL,2023,5560,MALE,44094,,,VP & General Counsel,54,0,0,0,0,22.42,621.903,306.875,263.057,323.602,934.352,934.352,934.352
HL,2023,5560,MALE,60966,,,Vice President of Corporate Development & Sustainability,54,0,0,0,0,8.066,360.698,315,275.679,333.718,981.995,981.995,1068.109
HL,2023,5560,MALE,63571,,,Senior VP & COO,57,0,0,0,0,29.999,1094.24,448.875,506.23,0,985.104,985.104,1272.727
HL,2023,5560,MALE,67349,,CFO,Senior VP & CFO,44,0,0,0,0,22.569,167.723,352.688,329.041,389.307,1176.648,1176.648,1215.076
HL,2023,5560,MALE,69103,,,Senior VP & Chief Administrative Officer,55,0,0,0,0,22.463,2198.883,320.625,303.738,362.044,1108.826,1108.826,2462.356
KHC,2023,5568,FEMALE,62340,,,Executive VP and Chief Legal & Corporate Affairs Officer,49,0,0,0,0,268.596,0,700,3088.012,4197.785,5179.269,5179.269,5179.268
KHC,2023,5568,MALE,63209,,,Executive VP & Zone President of International Markets,48,0,0,1627.5,0,511.098,0,721.25,4002.748,9168.414,6902.194,6902.194,6902.195
KHC,2023,5568,MALE,63573,CEO,,Chair & CEO,57,0,0,0,0,626.478,0,1100,6264.792,4242.309,6821.152,6821.152,11359.25
